Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
13:56:27,2753,678,176192000,43392000,11.63,11.53,11.62,11.52,549.84,135.41,35190011.36,8666486.9,100%,100%,0,0,0
13:56:32,2758,705,176512000,45120000,11.54,11.49,11.54,11.49,550.93,140.83,35259266.45,9012890.73,100%,100%,1,1,1
13:56:37,2763,710,176832000,45440000,11.51,11.5,11.51,11.5,552.01,141.85,35328417.79,9078245.92,100%,100%,2,2,2
13:56:42,2762,683,176768000,43712000,11.61,11.49,11.61,11.49,551.85,136.47,35318683.39,8734393.04,100%,100%,3,3,3
13:56:47,2742,701,175488000,44864000,11.63,11.45,11.63,11.45,547.88,140.06,35064438.56,8964131.55,100%,100%,4,4,4
13:56:52,2735,707,175040000,45248000,11.62,11.48,11.62,11.48,546.71,141.32,34989691.23,9044790.04,100%,100%,5,5,5
13:56:57,2740,711,175360000,45504000,11.61,11.45,11.61,11.45,547.34,142.03,35029896.44,9089958.93,100%,100%,6,6,6
13:57:02,2731,700,174784000,44800000,11.66,11.58,11.66,11.57,545.54,139.84,34914704.63,8949455.38,100%,100%,7,7,7
13:57:07,2783,662,178112000,42368000,11.61,11.53,11.61,11.53,555.89,132.23,35576900.61,8462968.1,100%,100%,8,8,8
13:57:12,2767,675,177088000,43200000,11.62,11.53,11.62,11.52,552.66,134.82,35370010.61,8628222.33,100%,100%,9,9,9
13:57:17,2774,664,177536000,42496000,11.63,11.51,11.63,11.51,554.33,132.69,35476803.78,8492248.04,100%,100%,10,10,10
13:57:22,2732,702,174848000,44928000,11.64,11.54,11.64,11.54,545.94,140.28,34939966.9,8977906.14,100%,100%,11,11,11
13:57:27,2740,705,175360000,45120000,11.63,11.5,11.63,11.5,546.93,140.73,35003599,9006580.04,100%,100%,12,12,12
13:57:32,2755,709,176320000,45376000,11.56,11.47,11.56,11.47,550.28,141.62,35218057.15,9063566.5,100%,100%,13,13,13
13:57:37,2787,658,178368000,42112000,11.61,11.5,11.61,11.5,556.85,131.46,35638338.08,8413568.47,100%,100%,14,14,14
13:57:42,2745,700,175680000,44800000,11.63,11.47,11.62,11.46,548.19,139.79,35084367.29,8946707.81,100%,100%,15,15,15
13:57:47,2743,705,175552000,45120000,11.62,11.48,11.62,11.47,547.6,140.74,35046448.43,9007556.64,100%,100%,16,16,16
13:57:52,2780,661,177920000,42304000,11.63,11.54,11.63,11.54,555.35,132.04,35542467.78,8450638.39,100%,100%,17,17,17
13:57:57,2703,755,172992000,48320000,11.57,11.48,11.57,11.48,539.83,150.78,34549198.83,9650221.19,100%,100%,18,18,18
13:58:02,2733,714,174912000,45696000,11.62,11.5,11.62,11.49,545.84,142.6,34933504.53,9126417.45,100%,100%,19,19,19
13:58:07,2786,656,178304000,41984000,11.62,11.5,11.62,11.5,556.46,131.03,35613631.17,8385653.32,100%,100%,20,20,20
13:58:12,2751,694,176064000,44416000,11.62,11.47,11.61,11.47,549.5,138.62,35168055.72,8871797.96,100%,100%,21,21,21
13:58:17,2746,697,175744000,44608000,11.61,11.54,11.61,11.54,548.72,139.28,35118185.79,8913694.77,100%,100%,22,22,22
13:58:22,2779,676,177856000,43264000,11.59,11.45,11.59,11.44,554.96,134.99,35517303.23,8639387.16,100%,100%,23,23,23
13:58:27,2808,641,179712000,41024000,11.6,11.51,11.6,11.51,561,128.07,35904196.99,8196667.99,100%,100%,24,24,24
13:58:32,2750,696,176000000,44544000,11.61,11.51,11.61,11.51,549.05,138.96,35139356.13,8893491.54,100%,100%,25,25,25
13:58:37,2757,691,176448000,44224000,11.61,11.52,11.61,11.52,550.8,138.05,35251003.69,8834904.95,100%,100%,26,26,26
13:58:42,2772,668,177408000,42752000,11.62,11.56,11.62,11.56,553.51,133.39,35424870.38,8536782.97,100%,100%,27,27,27
13:58:47,2746,697,175744000,44608000,11.63,11.48,11.63,11.48,548.38,139.19,35096188.07,8908201.12,100%,100%,28,28,28
13:58:52,2790,658,178560000,42112000,11.6,11.51,11.6,11.5,557.19,131.41,35660315.42,8410151.84,100%,100%,29,29,29
13:58:57,2758,689,176512000,44096000,11.6,11.53,11.6,11.53,550.97,137.64,35261991.45,8808936.48,100%,100%,30,30,30
13:59:02,2826,618,180864000,39552000,11.61,11.55,11.61,11.55,564.73,123.5,36142973.35,7903867.41,100%,100%,31,31,31
13:59:07,2738,709,175232000,45376000,11.61,11.52,11.61,11.52,546.8,141.59,34995147.65,9061464.64,100%,100%,32,32,32
13:59:12,2763,681,176832000,43584000,11.62,11.56,11.62,11.56,551.57,135.95,35300205.8,8700492.9,100%,100%,33,33,33
13:59:17,2719,722,174016000,46208000,11.64,11.52,11.64,11.52,542.81,144.14,34739795.98,9224773.5,100%,100%,34,34,34
13:59:22,2784,656,178176000,41984000,11.62,11.51,11.62,11.51,556.43,131.11,35611218.61,8391077.77,100%,100%,35,35,35
13:59:27,2737,693,175168000,44352000,11.67,11.58,11.67,11.57,546.7,138.43,34988851.59,8859229.3,100%,100%,36,36,36
13:59:32,2755,696,176320000,44544000,11.59,11.51,11.59,11.5,550.55,139.09,35234957.94,8901450.6,100%,100%,37,37,37
13:59:37,2756,685,176384000,43840000,11.62,11.56,11.62,11.56,550.21,136.75,35213508.23,8752155.5,100%,100%,38,38,38
13:59:42,2754,682,176256000,43648000,11.65,11.51,11.65,11.5,550.22,136.26,35214181.94,8720497.39,100%,100%,39,39,39
13:59:47,2713,714,173632000,45696000,11.66,11.57,11.66,11.57,542.13,142.68,34696031.43,9131209.71,100%,100%,40,40,40
13:59:52,2744,697,175616000,44608000,11.63,11.46,11.63,11.46,548.43,139.31,35099474.93,8915613.7,100%,100%,41,41,41
13:59:57,2725,718,174400000,45952000,11.62,11.55,11.62,11.55,544.23,143.4,34831000.54,9177778.58,100%,100%,42,42,42
14:00:03,2742,697,175488000,44608000,11.62,11.54,11.62,11.53,547.93,139.28,35067712.13,8914095.31,100%,100%,43,43,43
14:00:08,2792,653,178688000,41792000,11.61,11.5,11.61,11.5,557.63,130.42,35688436.66,8347004.46,100%,100%,44,44,44
14:00:13,2738,706,175232000,45184000,11.62,11.51,11.62,11.51,546.93,141.03,35003325.46,9025895.95,100%,100%,45,45,45
14:00:18,2738,704,175232000,45056000,11.63,11.5,11.63,11.5,547.08,140.67,35013069.47,9002725.4,100%,100%,46,46,46
14:00:23,2765,682,176960000,43648000,11.61,11.55,11.61,11.54,552.24,136.21,35343600.79,8717391.75,100%,100%,47,47,47
14:00:28,2762,678,176768000,43392000,11.62,11.56,11.62,11.55,551.85,135.46,35318349.89,8669659.69,100%,100%,48,48,48
14:00:33,2755,693,176320000,44352000,11.62,11.48,11.62,11.48,550.15,138.38,35209550.42,8856540.49,100%,100%,49,49,49
14:00:38,2760,695,176640000,44480000,11.58,11.48,11.58,11.48,551.5,138.88,35296145.82,8888091.86,100%,100%,50,50,50
14:00:43,2767,673,177088000,43072000,11.63,11.53,11.63,11.53,552.84,134.46,35381480.01,8605433.47,100%,100%,51,51,51
14:00:48,2756,689,176384000,44096000,11.61,11.55,11.61,11.55,550.54,137.63,35234785.7,8808355,100%,100%,52,52,52
14:00:53,2784,668,178176000,42752000,11.6,11.51,11.6,11.51,555.91,133.39,35578158.44,8536873.64,100%,100%,53,53,53
14:00:58,2776,663,177664000,42432000,11.64,11.54,11.64,11.54,554.46,132.43,35485675.76,8475271.95,100%,100%,54,54,54
14:01:03,2746,702,175744000,44928000,11.61,11.45,11.6,11.45,548.67,140.26,35114656.66,8976745.34,100%,100%,55,55,55
14:01:08,2763,672,176832000,43008000,11.64,11.55,11.63,11.54,552.16,134.29,35338371.57,8594484.29,100%,100%,56,56,56
14:01:13,2737,714,175168000,45696000,11.59,11.51,11.59,11.5,547.07,142.71,35012752.82,9133557.46,100%,100%,57,57,57
14:01:18,2766,684,177024000,43776000,11.61,11.44,11.61,11.43,552.65,136.66,35369527.61,8746361.6,100%,100%,58,58,58
14:01:23,2509,684,160576000,43776000,11.62,11.53,11.62,11.53,540.24,147.35,34575404.4,9430293.52,100%,100%,59,59,59
