Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
12:21:34,2684,694,171776000,44416000,11.83,11.68,11.83,11.68,536.5,138.72,34336269.11,8878370.16,100%,100%,0,0,0
12:21:39,2735,683,175040000,43712000,11.67,11.62,11.67,11.62,546.81,136.55,34995815.55,8739257.94,100%,100%,1,1,1
12:21:44,2726,689,174464000,44096000,11.71,11.54,11.71,11.54,544.67,137.66,34858904.71,8810511.5,100%,100%,2,2,2
12:21:49,2711,707,173504000,45248000,11.71,11.6,11.71,11.6,541.5,141.22,34655764.77,9037836.35,100%,100%,3,3,3
12:21:54,2703,698,172992000,44672000,11.78,11.61,11.78,11.6,539.67,139.36,34538784.56,8919043.76,100%,100%,4,4,4
12:21:59,2692,713,172288000,45632000,11.74,11.63,11.74,11.62,537.93,142.48,34427467.34,9118427.54,100%,100%,5,5,5
12:22:04,2719,696,174016000,44544000,11.7,11.61,11.7,11.61,542.97,138.99,34750371.75,8895080.71,100%,100%,6,6,6
12:22:09,2719,695,174016000,44480000,11.71,11.52,11.71,11.52,543.37,138.89,34775572.99,8888684.38,100%,100%,7,7,7
12:22:14,2746,662,175744000,42368000,11.72,11.57,11.72,11.57,548.56,132.24,35107801.62,8463419.17,100%,100%,8,8,8
12:22:19,2699,718,172736000,45952000,11.7,11.62,11.7,11.62,539.05,143.4,34499113.08,9177320.32,100%,100%,9,9,9
12:22:24,2699,707,172736000,45248000,11.75,11.59,11.75,11.58,539.51,141.32,34528374.78,9044437.34,100%,100%,10,10,10
12:22:29,2740,674,175360000,43136000,11.71,11.64,11.71,11.64,547.33,134.63,35029220.5,8616503.86,100%,100%,11,11,11
12:22:34,2757,661,176448000,42304000,11.7,11.57,11.7,11.57,550.86,132.07,35255116.51,8452642.53,100%,100%,12,12,12
12:22:39,2746,665,175744000,42560000,11.71,11.69,11.71,11.69,548.76,132.9,35120437.33,8505453.54,100%,100%,13,13,13
12:22:44,2732,704,174848000,45056000,11.64,11.57,11.64,11.57,545.46,140.56,34909382.45,8995692.71,100%,100%,14,14,14
12:22:49,2704,702,173056000,44928000,11.72,11.71,11.72,11.7,540.45,140.31,34588839.13,8979630.79,100%,100%,15,15,15
12:22:54,2715,703,173760000,44992000,11.68,11.64,11.68,11.63,542.76,140.54,34736347.05,8994377.3,100%,100%,16,16,16
12:22:59,2708,708,173312000,45312000,11.7,11.6,11.7,11.6,540.97,141.44,34622340.91,9052177.88,100%,100%,17,17,17
12:23:04,2717,688,173888000,44032000,11.75,11.57,11.75,11.56,542.7,137.43,34733016.92,8795492.98,100%,100%,18,18,18
12:23:09,2736,686,175104000,43904000,11.67,11.62,11.67,11.62,546.73,137.08,34990959.93,8773431.34,100%,100%,19,19,19
12:23:14,2725,693,174400000,44352000,11.69,11.58,11.69,11.58,544.77,138.54,34865216.82,8866598.06,100%,100%,20,20,20
12:23:19,2678,733,171392000,46912000,11.71,11.64,11.71,11.64,534.98,146.43,34238824.48,9371802.22,100%,100%,21,21,21
12:23:24,2732,675,174848000,43200000,11.73,11.56,11.73,11.55,545.67,134.82,34923121.32,8628768.08,100%,100%,22,22,22
12:23:29,2758,663,176512000,42432000,11.69,11.56,11.69,11.56,550.94,132.44,35260048.5,8476307.29,100%,100%,23,23,23
12:23:34,2739,673,175296000,43072000,11.74,11.55,11.74,11.55,547.1,134.43,35014448.62,8603536.62,100%,100%,24,24,24
12:23:39,2731,669,174784000,42816000,11.76,11.68,11.76,11.68,545.68,133.66,34923512.92,8554107.4,100%,100%,25,25,25
12:23:44,2746,675,175744000,43200000,11.69,11.6,11.68,11.6,548.54,134.84,35106365.43,8629945.64,100%,100%,26,26,26
12:23:49,2684,722,171776000,46208000,11.74,11.64,11.74,11.63,536.25,144.25,34320078.47,9232083.53,100%,100%,27,27,27
12:23:54,2698,687,172672000,43968000,11.81,11.8,11.81,11.8,538.87,137.22,34487733.65,8781851.52,100%,100%,28,28,28
12:23:59,2757,653,176448000,41792000,11.73,11.67,11.73,11.67,550.92,130.49,35258653.56,8351241.65,100%,100%,29,29,29
12:24:04,2764,633,176896000,40512000,11.76,11.72,11.76,11.72,552.46,126.52,35357247.95,8097185.15,100%,100%,30,30,30
12:24:09,2728,668,174592000,42752000,11.77,11.68,11.77,11.68,544.83,133.42,34869335.05,8538687.64,100%,100%,31,31,31
12:24:14,2729,684,174656000,43776000,11.72,11.61,11.72,11.61,545.14,136.64,34888984.85,8745024.23,100%,100%,32,32,32
12:24:19,2761,654,176704000,41856000,11.71,11.62,11.71,11.62,551.46,130.63,35293567.1,8360522.87,100%,100%,33,33,33
12:24:24,2759,674,176576000,43136000,11.65,11.57,11.65,11.57,551.3,134.68,35283142.06,8619740.85,100%,100%,34,34,34
12:24:29,2736,675,175104000,43200000,11.72,11.62,11.72,11.62,546.49,134.83,34975313.36,8628823.86,100%,100%,35,35,35
12:24:34,2731,671,174784000,42944000,11.74,11.64,11.74,11.63,545.66,134.07,34922398.42,8580786.11,100%,100%,36,36,36
12:24:39,2718,687,173952000,43968000,11.75,11.58,11.75,11.58,542.96,137.24,34749524.48,8783335.06,100%,100%,37,37,37
12:24:44,2770,644,177280000,41216000,11.7,11.62,11.7,11.62,553.38,128.65,35416242.08,8233834.16,100%,100%,38,38,38
12:24:49,2720,683,174080000,43712000,11.76,11.67,11.76,11.66,543.28,136.42,34769662.5,8731101.17,100%,100%,39,39,39
12:24:54,2742,669,175488000,42816000,11.73,11.63,11.73,11.63,547.85,133.67,35062561.18,8554610.49,100%,100%,40,40,40
12:24:59,2700,721,172800000,46144000,11.69,11.56,11.69,11.56,539.65,144.11,34537376.77,9222998.87,100%,100%,41,41,41
12:25:04,2769,663,177216000,42432000,11.65,11.51,11.65,11.51,553.41,132.51,35418376.84,8480514.55,100%,100%,42,42,42
12:25:09,2687,709,171968000,45376000,11.78,11.63,11.78,11.63,537.04,141.7,34370493.72,9068978.44,100%,100%,43,43,43
12:25:14,2778,644,177792000,41216000,11.69,11.61,11.69,11.6,555.14,128.69,35529060.74,8236445.12,100%,100%,44,44,44
12:25:19,2721,707,174144000,45248000,11.66,11.59,11.66,11.59,543.71,141.27,34797588.04,9041363.03,100%,100%,45,45,45
12:25:24,2694,698,172416000,44672000,11.78,11.66,11.78,11.66,538.58,139.54,34469411.74,8930825.65,100%,100%,46,46,46
12:25:29,2754,663,176256000,42432000,11.71,11.56,11.71,11.55,550.37,132.5,35223869.87,8479875,100%,100%,47,47,47
12:25:34,2745,679,175680000,43456000,11.69,11.58,11.69,11.58,548.41,135.66,35098144.14,8682000.48,100%,100%,48,48,48
12:25:39,2741,690,175424000,44160000,11.66,11.56,11.66,11.55,547.69,137.87,35052341.93,8823891.19,100%,100%,49,49,49
12:25:44,2758,664,176512000,42496000,11.7,11.58,11.7,11.58,550.95,132.64,35260983.45,8489209.48,100%,100%,50,50,50
12:25:49,2707,710,173248000,45440000,11.71,11.53,11.7,11.53,540.87,141.86,34615921.43,9079052.19,100%,100%,51,51,51
12:25:54,2677,717,171328000,45888000,11.78,11.6,11.78,11.6,534.91,143.27,34234071.23,9169028.97,100%,100%,52,52,52
12:25:59,2736,653,175104000,41792000,11.81,11.69,11.8,11.68,546.35,130.4,34966550.18,8345523.06,100%,100%,53,53,53
12:26:04,2733,670,174912000,42880000,11.76,11.66,11.76,11.66,545.67,133.77,34923169.71,8561336.85,100%,100%,54,54,54
12:26:09,2720,676,174080000,43264000,11.79,11.63,11.79,11.63,543.41,135.05,34777977.44,8643058.02,100%,100%,55,55,55
12:26:14,2749,658,175936000,42112000,11.75,11.56,11.74,11.56,549.46,131.52,35165298.74,8417117.21,100%,100%,56,56,56
12:26:19,2726,683,174464000,43712000,11.72,11.62,11.72,11.61,544.61,136.45,34855247,8733105.53,100%,100%,57,57,57
12:26:24,2728,741,174592000,47424000,11.53,11.52,11.53,11.51,545.01,148.03,34880320.03,9474101.78,100%,100%,58,58,58
12:26:29,2675,703,171200000,44992000,11.11,11.11,11.11,11.11,569.37,149.65,36439413.86,9577368.6,100%,100%,59,59,59
