Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
14:14:59,2701,713,172864000,45632000,11.68,11.62,11.68,11.62,539.25,142.35,34512122.61,9110709.08,100%,100%,0,0,0
14:15:04,2724,693,174336000,44352000,11.7,11.56,11.7,11.56,544.08,138.42,34820866.27,8858872.36,100%,100%,1,1,1
14:15:09,2737,703,175168000,44992000,11.63,11.56,11.63,11.56,546.54,140.38,34978495.52,8984261.38,100%,100%,2,2,2
14:15:14,2745,710,175680000,45440000,11.57,11.48,11.57,11.48,548.88,141.97,35128081.3,9085967.85,100%,100%,3,3,3
14:15:19,2737,680,175168000,43520000,11.71,11.59,11.71,11.59,546.79,135.84,34994624.02,8693830.9,100%,100%,4,4,4
14:15:24,2771,671,177344000,42944000,11.62,11.5,11.61,11.5,553.61,134.05,35430778.01,8579514.97,100%,100%,5,5,5
14:15:29,2733,684,174912000,43776000,11.69,11.58,11.69,11.57,546.46,136.77,34973668.76,8753004.41,100%,100%,6,6,6
14:15:34,2738,705,175232000,45120000,11.63,11.47,11.62,11.46,546.83,140.81,34997262.59,9011563.41,100%,100%,7,7,7
14:15:39,2749,689,175936000,44096000,11.64,11.56,11.64,11.56,549.22,137.66,35150279.42,8809976.86,100%,100%,8,8,8
14:15:44,2721,727,174144000,46528000,11.59,11.5,11.59,11.5,543.75,145.28,34800072.72,9297950.13,100%,100%,9,9,9
14:15:49,2753,684,176192000,43776000,11.63,11.58,11.63,11.58,549.82,136.6,35188476.2,8742504.54,100%,100%,10,10,10
14:15:54,2750,685,176000000,43840000,11.64,11.54,11.64,11.53,549.3,136.83,35155063.76,8756955.59,100%,100%,11,11,11
14:15:59,2720,726,174080000,46464000,11.63,11.5,11.63,11.5,543.02,144.94,34753416.01,9276120.48,100%,100%,12,12,12
14:16:04,2731,708,174784000,45312000,11.65,11.5,11.65,11.49,545.71,141.47,34925253.42,9054348.17,100%,100%,13,13,13
14:16:09,2746,689,175744000,44096000,11.64,11.61,11.64,11.6,548.31,137.58,35091830.26,8804863.73,100%,100%,14,14,14
14:16:14,2723,707,174272000,45248000,11.68,11.5,11.68,11.5,543.93,141.23,34811805.44,9038475.91,100%,100%,15,15,15
14:16:19,2754,686,176256000,43904000,11.62,11.51,11.62,11.51,550.43,137.11,35227395.31,8774900.53,100%,100%,16,16,16
14:16:24,2760,695,176640000,44480000,11.57,11.48,11.57,11.48,551.62,138.9,35303417.65,8889627.63,100%,100%,17,17,17
14:16:29,2743,706,175552000,45184000,11.58,11.61,11.58,11.61,547.96,141.03,35069191.62,9026193.62,100%,100%,18,18,18
14:16:34,2709,725,173376000,46400000,11.65,11.53,11.65,11.53,541,144.79,34624098.79,9266362.56,100%,100%,19,19,19
14:16:39,2764,680,176896000,43520000,11.61,11.45,11.61,11.45,552.54,135.93,35362550.65,8699756.57,100%,100%,20,20,20
14:16:44,2739,688,175296000,44032000,11.68,11.58,11.68,11.58,547.25,137.47,35023882.48,8797902.98,100%,100%,21,21,21
14:16:49,2776,679,177664000,43456000,11.58,11.49,11.58,11.48,554.55,135.64,35491088.42,8681017.45,100%,100%,22,22,22
14:16:54,2763,670,176832000,42880000,11.65,11.57,11.65,11.56,552.1,133.88,35334510.48,8568372.58,100%,100%,23,23,23
14:16:59,2769,665,177216000,42560000,11.64,11.53,11.64,11.52,553.34,132.89,35413916.97,8505010.96,100%,100%,24,24,24
14:17:04,2775,661,177600000,42304000,11.64,11.53,11.64,11.53,554.79,132.15,35506702.23,8457616.94,100%,100%,25,25,25
14:17:09,2746,683,175744000,43712000,11.67,11.54,11.67,11.54,548.49,136.42,35103133.75,8731089.47,100%,100%,26,26,26
14:17:14,2771,679,177344000,43456000,11.59,11.53,11.59,11.53,553.59,135.65,35429907.42,8681560.34,100%,100%,27,27,27
14:17:19,2745,659,175680000,42176000,11.75,11.61,11.75,11.61,548.65,131.72,35113744.36,8430220.64,100%,100%,28,28,28
14:17:24,2726,685,174464000,43840000,11.72,11.59,11.72,11.59,544.83,136.91,34869139.02,8762219.65,100%,100%,29,29,29
14:17:29,2753,671,176192000,42944000,11.7,11.52,11.7,11.52,549.72,133.99,35182089.97,8575098.03,100%,100%,30,30,30
14:17:34,2705,734,173120000,46976000,11.63,11.56,11.63,11.56,539.92,146.51,34554890.22,9376447.11,100%,100%,31,31,31
14:17:39,2763,654,176832000,41856000,11.72,11.59,11.72,11.59,551.59,130.56,35301926.9,8355995.78,100%,100%,32,32,32
14:17:44,2751,716,176064000,45824000,11.53,11.47,11.53,11.47,549.91,143.12,35194333.71,9159977.48,100%,100%,33,33,33
