Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
12:45:42,2725,678,174400000,43392000,11.72,11.67,11.72,11.67,544.51,135.48,34848646.57,8670599.35,100%,100%,0,0,0
12:45:47,2745,680,175680000,43520000,11.66,11.57,11.66,11.57,548.31,135.83,35092036.34,8693201.31,100%,100%,1,1,1
12:45:52,2723,695,174272000,44480000,11.7,11.56,11.7,11.56,544.21,138.9,34829249.85,8889498.46,100%,100%,2,2,2
12:45:57,2695,715,172480000,45760000,11.73,11.62,11.73,11.62,538.54,142.88,34466700.91,9144237.88,100%,100%,3,3,3
12:46:02,2696,710,172544000,45440000,11.76,11.63,11.76,11.62,538.43,141.8,34459548.05,9075282.7,100%,100%,4,4,4
12:46:07,2784,635,178176000,40640000,11.69,11.64,11.69,11.64,556.33,126.89,35605064.72,8121002.19,100%,100%,5,5,5
12:46:12,2754,648,176256000,41472000,11.76,11.64,11.76,11.63,550.29,129.48,35218718.7,8286604.86,100%,100%,6,6,6
12:46:17,2664,726,170496000,46464000,11.8,11.7,11.8,11.7,532.28,145.06,34065816.62,9283899.62,100%,100%,7,7,7
12:46:22,2744,652,175616000,41728000,11.79,11.66,11.79,11.66,548.08,130.23,35077370.25,8334999.87,100%,100%,8,8,8
12:46:27,2768,652,177152000,41728000,11.7,11.6,11.7,11.59,552.73,130.19,35374843.96,8332352.16,100%,100%,9,9,9
12:46:32,2761,652,176704000,41728000,11.72,11.67,11.72,11.66,551.55,130.25,35299208.52,8335918.59,100%,100%,10,10,10
12:46:37,2708,679,173312000,43456000,11.79,11.75,11.79,11.75,541.24,135.7,34639246.23,8685079.31,100%,100%,11,11,11
12:46:42,2737,695,175168000,44480000,11.63,11.6,11.63,11.6,546.92,138.88,35002930.65,8888242.33,100%,100%,12,12,12
12:46:47,2723,674,174272000,43136000,11.77,11.71,11.77,11.71,544.14,134.69,34824738.06,8620007.58,100%,100%,13,13,13
12:46:52,2738,685,175232000,43840000,11.68,11.62,11.68,11.62,547.18,136.89,35019284.01,8761187.27,100%,100%,14,14,14
12:46:57,2753,681,176192000,43584000,11.67,11.52,11.67,11.52,549.73,135.99,35182930.91,8703152.52,100%,100%,15,15,15
12:47:02,2763,670,176832000,42880000,11.65,11.54,11.65,11.54,552.43,133.96,35355769.2,8573459.38,100%,100%,16,16,16
12:47:07,2737,673,175168000,43072000,11.73,11.61,11.73,11.61,547.06,134.52,35011744.13,8608993.54,100%,100%,17,17,17
12:47:12,2715,713,173760000,45632000,11.67,11.6,11.67,11.6,542.43,142.45,34715422.99,9116959.82,100%,100%,18,18,18
12:47:17,2793,625,178752000,40000000,11.71,11.58,11.71,11.58,558.19,124.91,35724403.26,7994318.76,100%,100%,19,19,19
12:47:22,2792,625,178688000,40000000,11.69,11.68,11.69,11.68,557.8,124.86,35699349.76,7991288.53,100%,100%,20,20,20
12:47:27,2710,698,173440000,44672000,11.73,11.64,11.73,11.64,541.37,139.43,34647411.96,8923798.71,100%,100%,21,21,21
12:47:32,2729,686,174656000,43904000,11.71,11.64,11.7,11.64,545.38,137.09,34904172.45,8773995.19,100%,100%,22,22,22
12:47:37,2739,677,175296000,43328000,11.7,11.67,11.7,11.67,547.48,135.33,35038807.89,8660890.42,100%,100%,23,23,23
12:47:42,2743,679,175552000,43456000,11.69,11.62,11.69,11.62,547.98,135.65,35070782.51,8681581.9,100%,100%,24,24,24
12:47:47,2733,705,174912000,45120000,11.63,11.57,11.63,11.57,546,140.84,34944221.45,9013871.47,100%,100%,25,25,25
12:47:52,2729,721,174656000,46144000,11.61,11.49,11.61,11.49,545.22,144.05,34894294.94,9219356.29,100%,100%,26,26,26
12:47:57,2754,674,176256000,43136000,11.68,11.58,11.68,11.58,550.17,134.64,35210803.87,8617134.28,100%,100%,27,27,27
12:48:02,2720,732,174080000,46848000,11.59,11.56,11.59,11.56,543.6,146.29,34790105.45,9362374.17,100%,100%,28,28,28
12:48:07,2720,715,174080000,45760000,11.64,11.62,11.64,11.62,543.17,142.78,34763099.72,9137985.26,100%,100%,29,29,29
12:48:12,2735,683,175040000,43712000,11.72,11.65,11.72,11.65,546.46,136.46,34973211.76,8733439.65,100%,100%,30,30,30
12:48:17,2721,704,174144000,45056000,11.69,11.57,11.69,11.57,543.66,140.66,34794120.79,9002085.99,100%,100%,31,31,31
12:48:22,2708,681,173312000,43584000,11.8,11.69,11.8,11.69,541.11,136.08,34631263.49,8708919.45,100%,100%,32,32,32
12:48:27,2719,699,174016000,44736000,11.73,11.54,11.73,11.54,542.93,139.58,34747558.99,8932975.35,100%,100%,33,33,33
12:48:32,2741,677,175424000,43328000,11.7,11.59,11.7,11.59,547.84,135.31,35061962.02,8660015.18,100%,100%,34,34,34
12:48:37,2703,705,172992000,45120000,11.74,11.63,11.74,11.63,539.95,140.83,34557007.19,9013083.74,100%,100%,35,35,35
12:48:42,2731,676,174784000,43264000,11.76,11.64,11.76,11.64,545.41,135.01,34906133.84,8640323.36,100%,100%,36,36,36
12:48:47,2685,717,171840000,45888000,11.76,11.67,11.76,11.66,536.44,143.25,34332127.31,9167760.5,100%,100%,37,37,37
12:48:52,2705,686,173120000,43904000,11.81,11.69,11.81,11.69,540.34,137.03,34581951.08,8769753.94,100%,100%,38,38,38
12:48:57,2720,692,174080000,44288000,11.72,11.66,11.72,11.66,543.1,138.17,34758539.65,8843101.22,100%,100%,39,39,39
12:49:02,2709,703,173376000,44992000,11.71,11.64,11.71,11.64,541.29,140.47,34642282.97,8989870.96,100%,100%,40,40,40
12:49:07,2733,676,174912000,43264000,11.73,11.66,11.73,11.66,545.87,135.02,34935962.19,8641503.48,100%,100%,41,41,41
12:49:12,2738,671,175232000,42944000,11.73,11.66,11.73,11.66,547.03,134.05,35010063.29,8579408.12,100%,100%,42,42,42
12:49:17,2746,655,175744000,41920000,11.77,11.63,11.77,11.63,548.41,130.81,35097951.28,8371818.23,100%,100%,43,43,43
12:49:22,2690,710,172160000,45440000,11.78,11.64,11.78,11.64,537.58,141.89,34405384.87,9080894.77,100%,100%,44,44,44
12:49:27,2707,702,173248000,44928000,11.73,11.65,11.73,11.64,541.06,140.31,34627828.19,8980108.89,100%,100%,45,45,45
12:49:32,2757,647,176448000,41408000,11.76,11.66,11.76,11.66,550.41,129.17,35226228.33,8266718.9,100%,100%,46,46,46
12:49:37,2747,679,175808000,43456000,11.67,11.59,11.67,11.58,548.82,135.66,35124723.33,8682081.2,100%,100%,47,47,47
12:49:42,2688,696,172032000,44544000,11.81,11.7,11.81,11.7,537.39,139.14,34392799.95,8905086.13,100%,100%,48,48,48
12:49:47,2697,707,172608000,45248000,11.76,11.63,11.76,11.62,538.83,141.26,34485165.59,9040380.73,100%,100%,49,49,49
12:49:52,2744,661,175616000,42304000,11.75,11.64,11.75,11.64,548.29,132.08,35090727.42,8452989.26,100%,100%,50,50,50
12:49:57,2713,691,173632000,44224000,11.75,11.67,11.74,11.66,541.98,138.04,34686791.74,8834359.09,100%,100%,51,51,51
12:50:02,2709,680,173376000,43520000,11.79,11.74,11.79,11.74,541.2,135.85,34637064.1,8694548.4,100%,100%,52,52,52
12:50:07,2674,712,171136000,45568000,11.81,11.68,11.81,11.68,534.44,142.31,34203974.64,9107589.19,100%,100%,53,53,53
12:50:12,2707,694,173248000,44416000,11.76,11.67,11.76,11.66,540.85,138.65,34614441.11,8873741.24,100%,100%,54,54,54
12:50:17,2698,704,172672000,45056000,11.76,11.66,11.76,11.66,539.21,140.69,34509523.89,9004472.48,100%,100%,55,55,55
12:50:22,2701,683,172864000,43712000,11.83,11.68,11.83,11.68,539.5,136.42,34527938.55,8731014.73,100%,100%,56,56,56
12:50:27,2717,694,173888000,44416000,11.74,11.61,11.74,11.61,542.69,138.62,34732251.41,8871842.14,100%,100%,57,57,57
12:50:32,2736,695,175104000,44480000,11.64,11.67,11.64,11.66,546.68,138.87,34987473.9,8887636.2,100%,100%,58,58,58
12:50:37,2520,672,161280000,43008000,11.74,11.7,11.74,11.7,536.88,143.1,34360557.6,9158591.67,100%,100%,59,59,59
