Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
14:58:06,2726,677,174464000,43328000,11.74,11.53,11.74,11.52,545.2,135.4,34892800,8665600,100%,100%,0,0,0
14:58:11,2686,721,171904000,46144000,11.73,11.63,11.73,11.62,536.83,144.1,34356865.37,9222255.49,100%,100%,1,1,1
14:58:16,2696,701,172544000,44864000,11.76,11.69,11.76,11.69,538.67,140.06,34475099.51,8964127.98,100%,100%,2,2,2
14:58:21,2740,716,175360000,45824000,11.58,11.48,11.58,11.48,547.36,143.03,35030816.9,9154068.1,100%,100%,3,3,3
14:58:26,2817,706,180288000,45184000,11.36,11.33,11.36,11.33,562.71,141.03,36013592.63,9025608.07,100%,100%,4,4,4
14:58:31,2833,667,181312000,42688000,11.45,11.34,11.45,11.34,565.61,133.16,36199313.42,8522461.57,100%,100%,5,5,5
14:58:36,2804,688,179456000,44032000,11.46,11.43,11.46,11.43,560.35,137.49,35862399.54,8799438.98,100%,100%,6,6,6
14:58:41,2766,713,177024000,45632000,11.51,11.38,11.51,11.38,552.79,142.49,35378363.01,9119461.03,100%,100%,7,7,7
14:58:46,2670,719,170880000,46016000,11.81,11.71,11.81,11.71,533.3,143.6,34131150.15,9190677.36,100%,100%,8,8,8
14:58:51,2726,677,174464000,43328000,11.75,11.65,11.75,11.65,544.3,135.18,34835279.88,8651359.18,100%,100%,9,9,9
14:58:56,2692,729,172288000,46656000,11.68,11.59,11.67,11.59,537.59,145.58,34405913.08,9317318.38,100%,100%,10,10,10
14:59:01,2744,658,175616000,42112000,11.74,11.64,11.74,11.64,548.54,131.53,35106722.76,8418189.37,100%,100%,11,11,11
14:59:06,2714,691,173696000,44224000,11.74,11.59,11.74,11.59,542.41,138.1,34714174.98,8838246.03,100%,100%,12,12,12
14:59:11,2692,708,172288000,45312000,11.75,11.67,11.75,11.66,537.79,141.44,34418719.01,9052404.56,100%,100%,13,13,13
14:59:16,2721,697,174144000,44608000,11.71,11.61,11.71,11.6,543.3,139.17,34771316.51,8907015.6,100%,100%,14,14,14
14:59:21,2718,713,173952000,45632000,11.68,11.45,11.68,11.44,543.14,142.48,34760935.46,9118581.19,100%,100%,15,15,15
14:59:26,2725,684,174400000,43776000,11.74,11.62,11.74,11.61,544.37,136.64,34839825.58,8745241.92,100%,100%,16,16,16
14:59:31,2713,702,173632000,44928000,11.73,11.49,11.72,11.49,541.96,140.24,34685424.64,8975276.77,100%,100%,17,17,17
14:59:36,2730,654,174720000,41856000,11.82,11.72,11.82,11.71,545.52,130.68,34913565.86,8363771.65,100%,100%,18,18,18
14:59:41,2748,661,175872000,42304000,11.73,11.62,11.73,11.62,548.75,132,35119958.06,8447703.26,100%,100%,19,19,19
14:59:46,2730,667,174720000,42688000,11.77,11.66,11.77,11.66,545.35,133.24,34902288.35,8527236.74,100%,100%,20,20,20
14:59:51,2731,674,174784000,43136000,11.74,11.68,11.74,11.67,545.5,134.62,34911787.94,8615649.52,100%,100%,21,21,21
14:59:56,2687,696,171968000,44544000,11.81,11.7,11.81,11.69,536.79,139.05,34354805.08,8899001.34,100%,100%,22,22,22
15:00:01,2692,704,172288000,45056000,11.78,11.69,11.78,11.68,537.61,140.59,34406741.6,8998025.54,100%,100%,23,23,23
15:00:06,2695,711,172480000,45504000,11.74,11.66,11.74,11.66,538.47,142.06,34462313.38,9092018.48,100%,100%,24,24,24
15:00:11,2724,672,174336000,43008000,11.77,11.62,11.76,11.62,544.19,134.25,34828010.69,8591955.55,100%,100%,25,25,25
15:00:16,2706,675,173184000,43200000,11.82,11.76,11.82,11.75,540.2,134.75,34572773.97,8624106.4,100%,100%,26,26,26
15:00:21,2683,718,171712000,45952000,11.74,11.68,11.74,11.68,536.09,143.47,34309609.79,9181867.95,100%,100%,27,27,27
