Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
14:51:42,2749,642,175936000,41088000,11.78,11.62,11.78,11.62,549.64,128.37,35177253.24,8215605.03,100%,100%,0,0,0
14:51:47,2676,737,171264000,47168000,11.71,11.6,11.71,11.6,534.99,147.34,34239104.36,9429828.07,100%,100%,1,1,1
14:51:52,2749,654,175936000,41856000,11.75,11.62,11.75,11.62,549.48,130.73,35166704.01,8366615.14,100%,100%,2,2,2
14:51:57,2683,718,171712000,45952000,11.75,11.69,11.75,11.68,536.04,143.45,34306286.36,9180882.13,100%,100%,3,3,3
14:52:02,2718,694,173952000,44416000,11.71,11.7,11.71,11.7,542.93,138.62,34747244.74,8871846.58,100%,100%,4,4,4
14:52:07,2709,685,173376000,43840000,11.77,11.66,11.77,11.66,541.42,136.91,34650634.21,8762218.66,100%,100%,5,5,5
14:52:12,2752,669,176128000,42816000,11.7,11.55,11.7,11.54,549.47,133.57,35165760.53,8548726.8,100%,100%,6,6,6
14:52:17,2711,676,173504000,43264000,11.8,11.67,11.8,11.67,541.65,135.07,34665910.76,8644372.72,100%,100%,7,7,7
14:52:22,2742,665,175488000,42560000,11.74,11.57,11.74,11.56,547.95,132.89,35068760.46,8504887.4,100%,100%,8,8,8
14:52:27,2693,707,172352000,45248000,11.77,11.65,11.77,11.65,538.35,141.33,34454095.58,9045243.13,100%,100%,9,9,9
14:52:32,2746,663,175744000,42432000,11.71,11.67,11.71,11.67,548.57,132.45,35108353.84,8476703.88,100%,100%,10,10,10
14:52:37,2714,696,173696000,44544000,11.7,11.63,11.7,11.62,542.62,139.15,34727916.95,8905905.66,100%,100%,11,11,11
14:52:42,2742,670,175488000,42880000,11.72,11.55,11.72,11.55,547.82,133.86,35060509.41,8567275.98,100%,100%,12,12,12
14:52:47,2745,661,175680000,42304000,11.75,11.6,11.75,11.59,548.08,131.98,35077419.88,8446489.52,100%,100%,13,13,13
14:52:52,2707,705,173248000,45120000,11.73,11.57,11.73,11.56,540.42,140.75,34587128.25,9007981.08,100%,100%,14,14,14
14:52:57,2722,669,174208000,42816000,11.79,11.68,11.79,11.67,543.9,133.67,34809541.27,8555148.36,100%,100%,15,15,15
14:53:02,2715,703,173760000,44992000,11.69,11.6,11.69,11.6,542.67,140.52,34731172.79,8993012.85,100%,100%,16,16,16
14:53:07,2712,693,173568000,44352000,11.73,11.62,11.73,11.61,542.24,138.56,34703048.95,8867861.96,100%,100%,17,17,17
14:53:12,2736,680,175104000,43520000,11.7,11.63,11.7,11.62,546.27,135.77,34961442.6,8689164.44,100%,100%,18,18,18
14:53:17,2757,634,176448000,40576000,11.8,11.68,11.8,11.68,550.61,126.62,35239208.47,8103854.82,100%,100%,19,19,19
14:53:22,2681,727,171584000,46528000,11.74,11.6,11.74,11.6,535.34,145.17,34261673.63,9291022.38,100%,100%,20,20,20
14:53:27,2750,671,176000000,42944000,11.71,11.51,11.71,11.51,549.41,134.05,35162363.85,8579379.71,100%,100%,21,21,21
14:53:32,2728,684,174592000,43776000,11.73,11.57,11.72,11.56,545.15,136.67,34889373.93,8747133.36,100%,100%,22,22,22
14:53:37,2761,667,176704000,42688000,11.68,11.52,11.68,11.51,551.54,133.25,35298758.84,8528171.81,100%,100%,23,23,23
14:53:42,2760,655,176640000,41920000,11.71,11.62,11.71,11.62,551.51,130.88,35296397.25,8376311.04,100%,100%,24,24,24
14:53:47,2714,686,173696000,43904000,11.78,11.59,11.78,11.59,542.23,137.05,34702844.59,8771498.28,100%,100%,25,25,25
14:53:52,2694,692,172416000,44288000,11.81,11.68,11.8,11.68,538.15,138.23,34441853.12,8846989.69,100%,100%,26,26,26
14:53:57,2747,671,175808000,42944000,11.71,11.54,11.71,11.54,548.7,134.03,35116807.65,8577885.69,100%,100%,27,27,27
14:54:02,2791,623,178624000,39872000,11.71,11.58,11.71,11.58,557.57,124.46,35684545.46,7965562.75,100%,100%,28,28,28
14:54:07,2722,671,174208000,42944000,11.79,11.68,11.79,11.68,544,134.11,34816205.95,8582746.92,100%,100%,29,29,29
14:54:12,2741,681,175424000,43584000,11.68,11.59,11.67,11.58,547.41,136,35034109.14,8704048.68,100%,100%,30,30,30
14:54:17,2700,702,172800000,44928000,11.77,11.55,11.77,11.55,539.23,140.2,34510706.67,8972915.77,100%,100%,31,31,31
14:54:22,2750,671,176000000,42944000,11.67,11.64,11.67,11.64,549.54,134.08,35170363.13,8581240,100%,100%,32,32,32
14:54:27,2693,716,172352000,45824000,11.72,11.61,11.72,11.6,537.9,143.02,34425519.2,9153005.3,100%,100%,33,33,33
14:54:32,2742,679,175488000,43456000,11.69,11.58,11.69,11.58,547.93,135.68,35067811.29,8683786.04,100%,100%,34,34,34
14:54:37,2766,633,177024000,40512000,11.77,11.65,11.77,11.64,552.4,126.41,35353762.64,8090453.33,100%,100%,35,35,35
14:54:42,2756,691,176384000,44224000,11.6,11.45,11.6,11.45,550.53,138.03,35233928.28,8833714.87,100%,100%,36,36,36
14:54:47,2728,728,174592000,46592000,11.58,11.47,11.58,11.47,545.25,145.5,34895864.91,9312209.63,100%,100%,37,37,37
14:54:52,2752,687,176128000,43968000,11.64,11.46,11.64,11.46,549.96,137.29,35197279.84,8786737.78,100%,100%,38,38,38
14:54:57,2743,695,175552000,44480000,11.63,11.52,11.63,11.52,548.3,138.92,35091179.29,8891034.31,100%,100%,39,39,39
14:55:02,2770,671,177280000,42944000,11.62,11.53,11.62,11.52,553.53,134.09,35425790.41,8581608.74,100%,100%,40,40,40
14:55:07,2708,721,173312000,46144000,11.65,11.59,11.65,11.59,541.16,144.09,34634416.49,9221714.67,100%,100%,41,41,41
14:55:12,2699,704,172736000,45056000,11.75,11.63,11.75,11.62,539.19,140.64,34508239.04,9001272.99,100%,100%,42,42,42
14:55:17,2696,701,172544000,44864000,11.77,11.59,11.77,11.59,538.82,140.1,34484657.53,8966487.12,100%,100%,43,43,43
14:55:22,2725,676,174400000,43264000,11.76,11.64,11.76,11.64,544.61,135.1,34854983.63,8646244.97,100%,100%,44,44,44
14:55:27,2761,657,176704000,42048000,11.7,11.61,11.7,11.6,551.5,131.23,35295905.85,8398812.86,100%,100%,45,45,45
14:55:32,2714,721,173696000,46144000,11.65,11.48,11.65,11.47,542.44,144.1,34715843.26,9222467.83,100%,100%,46,46,46
14:55:37,2754,678,176256000,43392000,11.65,11.55,11.65,11.55,550.47,135.51,35230335.23,8672911,100%,100%,47,47,47
14:55:42,2767,656,177088000,41984000,11.69,11.55,11.69,11.55,552.81,131.06,35379589.68,8387755.2,100%,100%,48,48,48
14:55:47,2767,653,177088000,41792000,11.7,11.58,11.7,11.57,553.06,130.52,35395664.61,8353000,100%,100%,49,49,49
14:55:52,2731,708,174784000,45312000,11.63,11.52,11.63,11.52,545.56,141.43,34915946.1,9051638.03,100%,100%,50,50,50
14:55:57,2730,680,174720000,43520000,11.72,11.61,11.72,11.61,545.65,135.91,34921447.26,8698211.25,100%,100%,51,51,51
14:56:02,2754,666,176256000,42624000,11.68,11.63,11.68,11.63,549.92,132.99,35194810.21,8511255.64,100%,100%,52,52,52
14:56:07,2773,648,177472000,41472000,11.68,11.64,11.68,11.63,554.23,129.51,35470562.13,8288708.62,100%,100%,53,53,53
14:56:12,2749,687,175936000,43968000,11.66,11.55,11.66,11.54,548.83,137.15,35125198.99,8777704.92,100%,100%,54,54,54
14:56:17,2693,707,172352000,45248000,11.76,11.67,11.76,11.66,537.94,141.22,34428356.91,9038367.33,100%,100%,55,55,55
14:56:22,2724,683,174336000,43712000,11.72,11.63,11.72,11.62,544.51,136.53,34848949.75,8737769.03,100%,100%,56,56,56
14:56:27,2742,678,175488000,43392000,11.67,11.61,11.67,11.61,548.03,135.51,35073930.73,8672547.26,100%,100%,57,57,57
14:56:32,2682,716,171648000,45824000,11.76,11.67,11.76,11.67,535.97,143.09,34302124.52,9157520.61,100%,100%,58,58,58
14:56:37,2617,641,167488000,41024000,11.56,11.44,11.56,11.44,555.69,136.11,35563926.6,8710786.53,100%,100%,59,59,59
